,label,confidence,reason,Text_ID,ID,sentence
176,NEUTRAL,0.95,"The sentence presents statistical data to challenge the government's narrative on Roma education, but does not explicitly address executive power or institutional structures.",ParlaMint-HU_2020-02-17,u2020-02-17-129-3,"A Munkaerőpiaci Tükör legfrissebb számából idézek: 2011-ben a 17 éves cigány fiúk és lányok 81, illetve 74 százaléka volt nappali tagozatos diák, 2016-ban ez a szám már csak 58 százalék."
177,CONTRA,0.85,"The MP criticizes the government's centralized control over education, identifying specific policy changes as harmful abuses of executive power within the broader parliamentary speech.",ParlaMint-HU_2020-02-17,u2020-02-17-129-4,"Ennek az egyik oka az, hogy maguk leszállították a tankötelezettség felső korhatárát 16 évre, a másik oka pedig az, hogy fenntartanak egy szegregáló iskolarendszert."
178,NEUTRAL,0.85,The sentence criticizes social inequality and educational policy failures but does not address the expansion of executive power or democratic institutional degradation.,ParlaMint-HU_2020-02-17,u2020-02-17-129-5,"Ez az önök bűne, ahogy az is az önök bűne, hogy egy magyar gyereknek, ha cigány családba születik, szinte semmi esélye nincs, akármilyen tehetséges és szorgalmas, hogy magas végzettséget szerezzen."
179,NEUTRAL,0.9,The sentence critiques social justice outcomes and specific policy choices but does not directly address executive power expansion or institutional subversion.,ParlaMint-HU_2020-02-17,u2020-02-17-129-6,Ez önök szerint a társadalmi igazságosság?
180,NEUTRAL,0.95,"The sentence focuses on educational statistics and social inclusion policy, without addressing institutional power structures or democratic checks and balances.",ParlaMint-HU_2020-02-17,u2020-02-17-131-4,"Azon gondolkodom, hogy ha a képviselő úr a kérdés feltétele előtt megnézte volna azokat az adatokat, amelyek a felsőoktatásra vonatkoznak és a felsőoktatásban való cigány részvételt mutatják, akkor nem állít olyat, hogy a felzárkózás lehetőségét a mi kormányunk elzárta volna.  hiszen túl a Keresztény Roma Szakkollégiumi Hálózaton, amely kifejezetten komoly eredményeket tud felmutatni, ma kétszer annyi cigány hallgató tanul a felsőoktatásban, mint amennyien tanultak az önök szövetségeseinek kormányzása idején."
181,NEUTRAL,1.0,"The sentence cites education statistics to support government policy, failing to address executive power expansion or the status of democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-131-5,Kétszer annyian tanulnak ma a felsőoktatásban.
182,NEUTRAL,0.95,"The sentence discusses social and employment policy regarding Roma integration, lacking any reference to executive power expansion or democratic institutional changes.",ParlaMint-HU_2020-02-17,u2020-02-17-131-6,"Ha tehát felzárkózásról akarunk beszélni, akkor semmiféleképpen ne azt a rossz gyakorlatot folytassák, amit az önök szövetségesei a kormányzásuk alatt csináltak.Ami pedig a munkahelyteremtésben történt, úgy gondolom, az egyértelmű, talán még önök számára is, hogy több tízezer cigány ember van, akinek korábban nem volt munkája, most pedig dolgozik, és már az sem igaz, noha egyébként a közmunkát is nagyra kell becsülni, hogy közmunkában, hanem a közmunka után a piacon is talált elhelyezkedési lehetőséget."
183,NEUTRAL,0.95,"The sentence discusses social policy success regarding Roma integration, not executive power expansion or the undermining of democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-131-7,"Ez közös sikere az országnak, önöknek sem kellene tönkretenni."
184,NEUTRAL,0.9,The sentence dismisses opposition criticism regarding social policies without addressing executive power or the expansion of institutional control.,ParlaMint-HU_2020-02-17,u2020-02-17-131-8,"Ha kormányra kerülnek, ezt nyilván megtennék, ellenzékből csak megalapozatlan kritikákat hallhatunk."
185,NEUTRAL,1.0,The sentence is a general moral statement about environmental responsibility and does not address executive power or democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-133-2,Lakókörnyezetünk és a teremtett világ védelme mindannyiunk érdeke és felelőssége.
186,NEUTRAL,1.0,The sentence is a general statement about environmental goals and contains no reference to executive power or democratic institutional changes.,ParlaMint-HU_2020-02-17,u2020-02-17-133-3,"Mindannyian tiszta vizet, minőségi élelmet, jó levegőt és elviselhetőbb klímát szeretnénk."
187,NEUTRAL,0.95,"The sentence is a general observation about policy impact on the future, lacking any reference to executive power or democratic institutional changes in the speech.",ParlaMint-HU_2020-02-17,u2020-02-17-133-4,"Hogy miként alakul a közös jövőnk, azt napjaink döntései határozzák meg."
188,NEUTRAL,1.0,"The sentence provides a factual observation about climate change and human impact, without addressing executive power or institutional changes in Hungary.",ParlaMint-HU_2020-02-17,u2020-02-17-133-5,"A klímaváltozás ugyan egy természetes folyamat, de annak sebességét az emberi közösségek életmódja érdemben befolyásolja."
189,NEUTRAL,1.0,"The sentence discusses adaptation to climate change and does not address executive power, institutional shifts, or democratic governance in Hungary.",ParlaMint-HU_2020-02-17,u2020-02-17-133-6,"A folyamat felgyorsult, melyhez alkalmazkodni kell."
190,NEUTRAL,0.95,The sentence calls for effective climate policy actions and does not address executive power or the expansion of government authority.,ParlaMint-HU_2020-02-17,u2020-02-17-133-7,"Ezért nem üres szavakra, hanem valódi cselekvésekre van szükség."
191,NEUTRAL,0.95,The sentence provides statistical data on economic growth and emissions without addressing executive power or democratic institutional changes.,ParlaMint-HU_2020-02-17,u2020-02-17-133-8,"Magyarország az elmúlt évtizedekben már bizonyította elkötelezettségét, hiszen a világ azon 21 országa közé tartozik, ahol az elmúlt harminc évben úgy nőtt a gazdasági teljesítmény, hogy az üvegházhatású gázok kibocsátása egyharmadával, az energiafelhasználás pedig egyhatodával csökkent."
192,NEUTRAL,0.9,"The sentence positively describes a government climate strategy, focusing on environmental policy outcomes rather than the expansion or criticism of executive power.",ParlaMint-HU_2020-02-17,u2020-02-17-133-9,"A kormány által elfogadott nemzeti energia- és klímavédelmi stratégia megalapozza Magyarország hosszú távú és átfogó, tiszta fejlődési stratégiáját."
193,NEUTRAL,0.9,The sentence praises the government's representation of public interests regarding climate policy without advocating for the expansion of executive powers or undermining democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-133-10,"Mindez csak úgy lehetséges, hogy a kormány ebben is a magyar emberek érdekeit képviseli."
194,NEUTRAL,1.0,"The sentence focuses on international climate policy and burden-sharing, containing no references to the expansion of executive power or democratic institutional changes.",ParlaMint-HU_2020-02-17,u2020-02-17-133-11,Minden országnak az általa okozott kár mértékének figyelembevétele mellett kell kivennie részét a közös erőfeszítésekből.
195,NEUTRAL,0.95,"The sentence focuses on climate policy and economic responsibility, without addressing executive power structures or the undermining of democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-133-12,"A klímaváltozás árát ne a magyar emberek fizessék meg, hanem a legnagyobb szennyező vállalatok és országok."
196,NEUTRAL,1.0,The sentence focuses on environmental and energy policies without addressing the distribution of power or democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-133-13,"Végső soron szeretném felhívni a figyelmet arra, hogy támogatni kell minden olyan területet, amely környezetünk védelmét szolgálja, a környezetbarát energia használatát, az atomenergia-kapacitásaink megőrzését, a közösségi közlekedés fejlesztését, továbbá a természeti erőforrásaink megóvását."
197,NEUTRAL,0.95,"The sentence is a routine parliamentary inquiry about climate policy, lacking any content related to the expansion or restriction of executive powers.",ParlaMint-HU_2020-02-17,u2020-02-17-133-15,"Mindezekkel kapcsolatban kérdezem öntől, milyen konkrét intézkedéseket tesz a magyar kormány a klímavédelmi célok megvalósítása érdekében."
198,NEUTRAL,0.95,"The sentence discusses a technical monitoring system for accounting and climate data, which does not involve the expansion of executive power or democratic subversion.",ParlaMint-HU_2020-02-17,u2020-02-17-137-3,"A pontos és korrekt elszámolás feltétele a nyomon követhető nyilvántartási rendszer, tehát egy monitoringrendszer felállítása."
199,NEUTRAL,0.9,The sentence describes a technical monitoring system's utility and history without advocating for or criticizing the expansion of executive power.,ParlaMint-HU_2020-02-17,u2020-02-17-137-4,"Erre kiváló lehetőséget biztosít az a nemzeti alkalmazkodási térinformatikai rendszer, amelyet a kormány a norvég alap támogatásával és az Európai Unió pénzügyi segítségével 2012 óta fölépített, és ma már széles körben használják mind a gazdasági életben, mind a tudományos kutató életben, mind pedig az önkormányzatok körében."
200,NEUTRAL,0.95,The sentence promotes a technical monitoring system for climate data without addressing the expansion or limitation of executive power or democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-137-5,Ellenzéki képviselőtársaimnak is javasolnám a regisztrációt a nemzeti alkalmazkodási térinformatikai rendszerre.
201,NEUTRAL,1.0,The sentence focuses on climate change methodology and terminology without addressing the expansion of executive power or democratic institutional health.,ParlaMint-HU_2020-02-17,u2020-02-17-137-6,"Egészen biztos, hogy a klímaváltozással kapcsolatos szókincsük is bővülne a klímavészhelyzet mellett olyanokkal, mint kitettség, érzékenység, sérülékenység, alkalmazkodóképesség, és megismerhetnék azt a módszertant is, amely alapján már ebben az európai uniós ciklusban önkormányzataink sokasága helyi éghajlatvédelmi stratégiát és cselekvési tervet készített."
202,NEUTRAL,1.0,The sentence is a standard polite closing of a speech and does not convey any stance on executive power or democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-137-7,Köszönöm szépen a figyelmüket.
203,NEUTRAL,1.0,The sentence is a procedural remark regarding the responding official's identity and does not address the expansion or limitation of executive authority.,ParlaMint-HU_2020-02-17,u2020-02-17-141-1,"Elnök úr, elfogadom, bár Rétvári államtitkár úrnak jobban örültem volna."
204,NEUTRAL,0.9,The sentence is an introductory remark setting the stage for a policy evaluation without taking a specific stance on executive power or democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-143-3,"Az ülésszak kezdetén úgy illik, hogyha kiállítjuk az elmúlt fél év oktatáspolitikai bizonyítványát, hiszen a magyar jövő szempontjából az egyik legalapvetőbb nemzetstratégiai területről van szó."
205,NEUTRAL,0.95,The sentence is a general statement about education's importance for competitiveness and does not address executive power or democratic institutional changes.,ParlaMint-HU_2020-02-17,u2020-02-17-143-4,A XXI. század legfontosabb versenyképességi tényezője az emberi tudás és ennek a tudásnak az előállítása lesz.
206,NEUTRAL,0.9,The sentence is a rhetorical introduction to a policy critique and does not explicitly address executive power or democratic institutional erosion.,ParlaMint-HU_2020-02-17,u2020-02-17-143-5,"Nézzük, hogy megértettee a kormány az idők szavát, szóval, lássuk akkor azt az alternatív bizonyítványt, amit itt mi a Jobbik-frakcióból ki tudtunk állítani az önök számára."
207,CONTRA,0.8,"The sentence criticizes government failure; the speech links this to unilateral executive actions, like removing public servant status without consultation.",ParlaMint-HU_2020-02-17,u2020-02-17-143-6,"Nos, önök a tanítás mint értelmiségi hivatás tekintélyének megteremtése nevű tantárgyból megbuktak."
208,CONTRA,0.95,"The sentence criticizes the government's unilateral decision-making and removal of legal protections without consultation, indicating opposition to executive overreach and lack of accountability.",ParlaMint-HU_2020-02-17,u2020-02-17-143-7,"Sok egyéb mellett itt elég lenne, mondjuk, arra utalnom, hogy önök egy tollvonással és egyeztetés nélkül elvették azoktól a szakközépiskolai tanároktól a közalkalmazotti státuszt, akiket adott esetben naponta aláznak meg és köpnek le bizonyos kiilleszkedett családokból való gyermekek."
209,NEUTRAL,0.9,"The sentence evaluates the government’s education performance, criticizing social inequality and oligarchic favoritism without directly addressing the executive's structural expansion of power.",ParlaMint-HU_2020-02-17,u2020-02-17-143-8,"Aztán önök elégtelenre teljesítettek „a szelekció felszámolása” című tárgyból is, hiszen az elit részére milliárdos állami támogatásból építenek olyan magániskolákat, ahol 3-4 millió forintos tandíjat kérnek az elit gyermekeitől, míg a köznépnek ott vannak a leromlott állapotú köziskolák, amelyek tanulói majd jók lesznek valahova a futószalagok mellé, vagy pedig valamelyik oligarcha luxusjachtjára szolgálatot tenni."
210,CONTRA,0.85,"The MP criticizes the government's unilateral and experimental education reforms, opposing the executive's centralized control over the schooling system.",ParlaMint-HU_2020-02-17,u2020-02-17-143-9,"Aztán sajnos bukta lett az a tantárgy is, hogy „a gyerekeket nem tekintjük kísérleti nyúlnak”."
211,CONTRA,0.85,"By claiming the government treats children as experiments, the MP criticizes the consequences of centralized, unilateral executive decision-making in the Hungarian education system.",ParlaMint-HU_2020-02-17,u2020-02-17-143-10,"Dehogynem, önök annak tekintik."
212,CONTRA,0.8,"The sentence critiques failed, top-down educational reforms, opposing the government's unilateral policy-making and centralized control described throughout the speech.",ParlaMint-HU_2020-02-17,u2020-02-17-143-11,"A beiskolázási korhatár körüli anomáliák, a NAT-tal kapcsolatos problémák, a kudarcos szakképzési reformok folyamatos változtatása erről tanúskodnak."
213,NEUTRAL,0.85,"The sentence criticizes low teacher wages, focusing on economic policy rather than executive power expansion or the erosion of democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-143-12,Aztán a „normális országban nem tartják a tanárokat cselédbéren” nevű tantárgyból is jókora karó virít a félévi ellenőrzőjükben.
214,CONTRA,0.85,"The MP demands accountability for the executive's unilateral decisions and policy failures, challenging the government's lack of consultation and democratic oversight in education.",ParlaMint-HU_2020-02-17,u2020-02-17-143-13,"Magyarázza meg a bizonyítványt, miniszter úr, ha tudja!"
215,NEUTRAL,0.85,The sentence is a rhetorical challenge to the minister's response style and does not specifically address the executive's expansion of power or institutional erosion.,ParlaMint-HU_2020-02-17,u2020-02-17-143-14,Nehéz lesz. És várom rétvárizmusoktól mentes válaszát.
216,NEUTRAL,1.0,The sentence is a neutral clarification of a request regarding teacher salaries and does not address executive power or democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-149-3,"Ha jól értem, akkor ön azt kéri tőlünk, hogy emeljük a pedagógusbéreket."
217,NEUTRAL,0.9,"The sentence discusses teacher salaries and PISA test scores, focusing on policy results rather than the expansion of executive power or institutional change.",ParlaMint-HU_2020-02-17,u2020-02-17-149-5,"Ebben a ciklusban még több alkalommal is pedagógusbér-emelésre fog sor kerülni.Az pedig szerintem mindannyiunk érdeke, hogy az oktatás színvonala Magyarországon is magasabb legyen, ezért örülhetünk mindannyian annak a legutóbbi PISA-felmérésnek, ami elsőként már valóban ennek a kormánynak az oktatástevékenységét értékelte, és ami a korábbinál jobb adatokat mutat."
218,NEUTRAL,0.9,The sentence provides a factual explanation for past educational data disparities without explicitly advocating for or criticizing the expansion of executive power.,ParlaMint-HU_2020-02-17,u2020-02-17-149-6,"Egyébként is minden területen, minden szegmensben, tegyük hozzá, hogy a korábbi adatokat is az rontotta le, hogy a különbségek óriásiak voltak."
219,NEUTRAL,0.9,"The sentence offers a factual comparison of school performance across regions. While justifying later centralization, this specific statement remains a neutral, descriptive observation.",ParlaMint-HU_2020-02-17,u2020-02-17-149-7,"Tehát ha megnézzük egy megyei jogú város vagy egy fővárosi gimnázium teljesítményét, akkor bármely nyugat-európai országgal versenyképesek vagyunk, a kistelepülések hasonló iskolái viszont alaposan le vannak maradva."
220,PRO,0.9,"The MP explicitly supports the state takeover of schools, advocating for the expansion of central executive authority over local education management.",ParlaMint-HU_2020-02-17,u2020-02-17-149-8,"Ezért szerintem elkerülhetetlen és helyes volt az, hogy állami fenntartásba kerültek az iskolák."
221,PRO,0.85,"The MP justifies the central government's takeover of school management from local authorities, presenting this expansion of executive power as a successful reform.",ParlaMint-HU_2020-02-17,u2020-02-17-149-9,"Ez ennek a különbségnek a csökkentéséhez, az alacsonyabb színvonalú iskolák színvonalának az emelkedéséhez járult hozzá, ennek az első eredményeit a PISA-értékelésben már láthatjuk."
222,NEUTRAL,0.9,"The sentence focuses on the economic performance of the government regarding state assets, rather than making claims about executive power or institutional changes.",ParlaMint-HU_2020-02-17,u2020-02-17-151-4,"Tisztelt Államtitkár Úr! 2010 óta, a nemzeti kormányzás ideje alatt jelentősen nőtt az állami vagyon."
223,PRO,0.85,"The sentence delegitimizes previous liberal governance and privatization, justifying the current executive's centralization of economic power and state assets.",ParlaMint-HU_2020-02-17,u2020-02-17-151-5,"Ezzel szemben 1994-98 között, majd 2002-2010 között a szocialista-liberális kormányok rablóprivatizációt folytattak, kiárusították, széthordták, elherdálták az állam, így a magyar emberek vagyonának jelentős részét."
224,NEUTRAL,0.9,The sentence criticizes past privatization as a loss of state assets. It focuses on economic policy without directly addressing executive power or democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-151-6,Az állami vagyon nagy százalékban magánvagyonná vált Gyurcsányék alatt.
225,PRO,0.85,The MP's criticism of past privatization in this sentence supports the current executive's narrative justifying the expansion of state control over strategic economic sectors.,ParlaMint-HU_2020-02-17,u2020-02-17-151-7,"A nemzetstratégiailag kiemelt vállalatok több mint kétharmadát magánkézre játszották, az energiaszektort, a nagy állami cégeket, bankokat, közművállalatokat, állami ingatlanokat és földeket."
226,PRO,0.9,"The sentence lists past privatizations, supporting the speaker's broader argument for the current government's consolidation of state assets and executive power.",ParlaMint-HU_2020-02-17,u2020-02-17-151-8,"Privatizáltak 190 céget az állami vagyonból, eladták a Budapest Airportot, a Postabankot, a Mol-részvényeket, az Antenna Hungáriát, a MÁV Cargót."
227,NEUTRAL,0.9,"The sentence criticizes past privatization and financial mismanagement, focusing on historical economic decisions rather than the current expansion of executive authority or democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-151-9,"A magyar légitársaságot, a Malévet a Gyurcsány-kormány 2007-ben az ő villája árának töredékéért, 200 millió forintért játszotta át egy orosz üzletembernek."
228,NEUTRAL,0.9,"The sentence criticizes a former administration's privatization and social outcomes, which serves as political rhetoric rather than a direct stance on executive aggrandisement.",ParlaMint-HU_2020-02-17,u2020-02-17-151-10,"A 10 000 milliárd forint értékű állami vagyon elherdálásával Gyurcsány Ferenc és elvbarátai meggazdagodtak, a magyar emberek pedig megszorításokat, brutális mértékű, európai szinten is legmagasabb rezsiköltségeket, legmagasabb adókat, devizahiteleket, munkanélküliséget és szemkilövetést kaptak cserébe."
229,PRO,0.8,The MP critiques the previous government's privatization to justify the current executive's centralization of power and expansion of state-controlled assets.,ParlaMint-HU_2020-02-17,u2020-02-17-151-11,"Mindeközben a rablóprivatizáció csúcsévének számító 2006-ban a privatizációs bevételek mellett is a költségvetési hiány 9,2 százalék lett, ami világviszonylatban is a második legrosszabb mutató volt akkor."
230,PRO,0.85,The speaker justifies the current executive's expansion of power by framing the opposition's past economic policies as a betrayal of the nation.,ParlaMint-HU_2020-02-17,u2020-02-17-151-12,"A rablóprivatizációval milliárdossá vált Gyurcsány Ferenc, az ellenzék vezére kiárusította az országot, szétosztotta a magyar emberek közös vagyonát."
231,PRO,0.85,"The MP supports the expansion of state ownership, which enhances the executive's economic control and power over national resources.",ParlaMint-HU_2020-02-17,u2020-02-17-151-13,Ezzel szemben a nemzeti kormány 2010 óta jelentősen növelte az állami vagyont.
232,PRO,0.85,"The sentence invites the government to highlight its centralization of assets, supporting the MP’s broader praise for the executive’s expanded control since 2010.",ParlaMint-HU_2020-02-17,u2020-02-17-151-14,"Kérdezem ezért tisztelettel államtitkár urat, hogy mennyivel nőtt az állami vagyon 2010 óta."
233,NEUTRAL,1.0,The sentence is a standard polite parliamentary closing and contains no substantive stance on executive power or democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-151-15,Köszönöm megtisztelő válaszát.
234,PRO,0.9,"The MP justifies the expansion of state assets and strategic control, framing the executive's centralization of the economy as a positive national achievement.",ParlaMint-HU_2020-02-17,u2020-02-17-153-3,"Az ön által bemutatott előzmények után 2010-től napjainkig 52 százalékkal, azaz 6000 milliárd forinttal növekedett az állami vagyon, a 2010 évi 11 650 milliárdról elérte idén a 17 743 milliárd forintot.Az állami vagyon növekedése mögött elsősorban az ön által is említett… - és a rablóprivatizáció során magánkézbe, jelentős számban külföldi kézbe kerültek azok a közszolgáltatást biztosító vállalatok, azok a stratégiai cégek, amelyek a magyar társadalom alapvető működését, a magyar emberek mindennapjait szolgálták."
235,NEUTRAL,0.9,"The sentence identifies specific utility sectors as examples of state assets, providing factual clarification without explicitly expressing an evaluative stance on executive power expansion.",ParlaMint-HU_2020-02-17,u2020-02-17-153-4,"Gondolok a villanyra, a gázra, az egyéb alapvető szolgáltatásokra."
236,NEUTRAL,0.9,"The sentence provides a factual, statistical breakdown of state assets without explicitly advocating for or criticizing the expansion of executive power.",ParlaMint-HU_2020-02-17,u2020-02-17-153-5,"Az elmúlt tíz évben dinamikusan gyarapodó állami vagyon összetételében 62 százalék az ingatlan, 21 százalék a társasági részesedés, a fennmaradó rész pedig egyéb vagyonelemek, például ingóságok."
237,PRO,0.85,"The MP justifies the expansion of state property and control over services as beneficial, supporting the executive's consolidation of economic power.",ParlaMint-HU_2020-02-17,u2020-02-17-153-6,"A visszavásárolt állami vagyon jelentős része, mint említettem, tehát az alapvető közszolgáltatásokat… - másodsorban az állam, a társadalom és az ország gazdagodását célozza és célozta."
238,PRO,0.85,"The MP highlights and supports state-led acquisitions in the energy sector, advocating for expanded executive control over strategic economic assets and utilities.",ParlaMint-HU_2020-02-17,u2020-02-17-153-7,Ki kell emelnem az energiaszektorban végrehajtott akvizíciókat.
239,PRO,0.85,"The MP justifies the centralization of utility services under state control, demonstrating support for the executive's expansion of power over strategic sectors.",ParlaMint-HU_2020-02-17,u2020-02-17-153-8,"A célzott vállalatfelvásárlásokkal létrehoztuk a nemzeti közműszolgáltatás villamosenergia-, földgáz- és távhőüzletágait működtető Nemzeti Közműveket is."
240,NEUTRAL,1.0,The sentence is a purely procedural remark about the speaker's time and contains no substantive stance on executive power or democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-153-10,A következő egy percben folytatom.
241,NEUTRAL,1.0,"The sentence is a formal parliamentary courtesy thanking a state secretary, expressing no stance on executive power despite the speech's overall pro-government context.",ParlaMint-HU_2020-02-17,u2020-02-17-155-3,"Köszönöm a választ, tisztelt államtitkár úr."
242,NEUTRAL,0.85,The sentence frames the increase in national wealth as a positive economic milestone rather than an explicit expansion of executive authority or institutional change.,ParlaMint-HU_2020-02-17,u2020-02-17-155-4,"Azt gondolom, hogy minden parlamenti képviselő ebben az Országgyűlésben örömmel hallhatná azt, hogy másfélszeresére nőtt a nemzeti vagyon az elmúlt tíz évben."
243,PRO,0.85,"The MP endorses the expansion of state control over strategic sectors, directly supporting the executive's policy of centralizing economic power and resources.",ParlaMint-HU_2020-02-17,u2020-02-17-155-5,"Sajnos, a baloldalon nem tapasztaljuk ezt az örömöt, hiszem ők mindig is amellett voltak, hogy az állam rossz gazda, ők az állami nemzeti vagyont magánvagyonná tették.  Én örülök, hogy 2010-zel a rablóprivatizáció véget ért, és most már nem az SZDSZ-es holdudvar és nem Gyurcsány Ferenc és barátai gazdagodnak az állami pénzeken  hanem a magyar társadalmat gazdagítja, a magyar nemzeti vagyon növekszik ingatlanokkal, földekkel, társasági részesedésekkel. Én nagyon örülök annak, hogy stratégiai ágazatokban a magyar nemzeti tulajdont ismét sikerült növelni. És látjuk azt, hogy Gyurcsány Ferenc vagyonnyilatkozatából még mindig ki-be röpködnek a százmilliók és milliárdok."
244,NEUTRAL,0.9,"The sentence targets an opposition leader's financial transparency, which does not relate to the expansion of executive power or democratic institutional decay.",ParlaMint-HU_2020-02-17,u2020-02-17-155-6,"Nyilvánvalóan itt is olyan kérdésekre vártunk választ Gyurcsány Ferenctől, amelyeket azóta sem tisztázott, hová tűnt egymilliárd forint a vagyonnyilatkozatából."
245,NEUTRAL,0.9,The sentence praises the government's economic policy regarding national wealth without discussing executive power expansion or the weakening of democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-155-7,"De mindenesetre szeretném megköszönni államtitkár úrnak azt, hogy konzekvensen a nemzeti vagyon gyarapodásán dolgozik a kormány."
246,NEUTRAL,0.9,"The sentence is a purely procedural transition, introducing a topic for discussion without taking an explicit stance on the expansion of executive power.",ParlaMint-HU_2020-02-17,u2020-02-17-157-2,"Kérem, ejtsünk egypár szót az energiaszolgáltatók mellett az egyéb stratégiai ágazatokról."
247,PRO,0.85,"The MP justifies expanding executive power over strategic assets, framing state management as essential for social welfare and the government's utility policies.",ParlaMint-HU_2020-02-17,u2020-02-17-157-3,"Visszavásároltuk a Mol-részvényeket, az Antenna Hungáriát; a visszavásárolt vagyonnal biztosítottuk 2013-tól a rezsicsökkentést, amely eredményének megőrzéséhez továbbra is szükséges egy tudatos, célzott és az egész társadalom céljait szolgáló állami vagyongazdálkodás."
248,NEUTRAL,0.9,The sentence focuses on technical state asset management and transparency rather than advocating for the expansion of executive authority or undermining democratic norms.,ParlaMint-HU_2020-02-17,u2020-02-17-157-4,"Az állami vagyongazdálkodás változását mi sem bizonyítja jobban, hogy nemcsak vásárolunk, hanem az előbb említett alapvető célokhoz nem szükséges vagyonelemeket értékesítjük."
249,NEUTRAL,0.9,"This sentence details a technical administrative procedure for state asset sales, focusing on transparency and efficiency rather than expanding or criticizing executive authority.",ParlaMint-HU_2020-02-17,u2020-02-17-157-5,"Ennek átlátható, transzparens végrehajtása céljából 2015-ben létrehoztuk az elektronikus aukciós rendszert, amelynek indulása óta mintegy 60 milliárd forint bevételt értünk el átláthatóan, transzparensen és a legszélesebb vevői kör elérésének biztosításával."
250,NEUTRAL,0.95,The sentence discusses the general benefits of mobile payments and digitalization without addressing executive power or institutional changes.,ParlaMint-HU_2020-02-17,u2020-02-17-167-4,"Ma már szinte mindenki rendelkezik mobiltelefonnal, és akár az autósok tekintetében, akár az állam, akár az önkormányzat tekintetében, azt gondolom, mindenkinek előnyös lenne, ha minél többen fizetnénk mobillal, csökkenne a készpénzforgalom, kevesebb működtető parkolóautomatára lenne szükség."
251,CONTRA,0.85,"The MP criticizes a state-owned entity for extracting local revenues, opposing centralized executive-controlled financial structures in favor of municipal autonomy.",ParlaMint-HU_2020-02-17,u2020-02-17-167-5,"Az állami tulajdonú Nemzeti Mobilfizetési Zrt. azonban minden befizetett 100 forintból 10 forintot hazavisz, elvisz, elkölt, ezen túlmenően minden egyes elindított telefonos, mobilos parkolás után a kényelmi díjból még 50 forintot szintén a Nemzeti Mobilfizetési Zrt.-nek utalunk át."
252,NEUTRAL,0.9,"The sentence focuses on financial distribution and service fees between a state-owned company and municipalities, not on executive power expansion or democratic erosion.",ParlaMint-HU_2020-02-17,u2020-02-17-167-6,"Ezen túlmenően azt látjuk, hogy a különböző piaci mobilszolgáltatók eltérő díjat számláznak ki egy olyan szolgáltatás esetén, amit az állam teljes módon kontrollál: 1-2,5-szeres a szorzó ahhoz képest, hogy melyik mobilszolgáltatónál van telefonkártyája az embernek. Éppen ezért, tisztelt államtitkár úr, egy ilyen törvényjavaslat került benyújtásra, amelyet a Gazdasági bizottság ma leszavazott, remélem, csak véletlenül, mert nem konzultáltak önökkel, és a kormány tudná azt támogatni, hogy maradjon több pénz az önkormányzatoknál, és ezt a 10 százalékot csökkentsük le."
253,CONTRA,0.85,"The sentence favors local government funding over state-owned entities, opposing the centralization of resources and supporting the financial autonomy of local democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-167-7,"A törvényjavaslatban 2,5 százalék volt, de azt gondolom, ebben lehet rugalmasnak lenni, a cél az, hogy minél több pénz maradjon az önkormányzatoknál."
254,CONTRA,0.85,"The MP opposes state-entity revenue collection in favor of local governments, resisting central executive financial expansion as discussed in the full speech.",ParlaMint-HU_2020-02-17,u2020-02-17-167-8,"Szerintem semmi oka nincs annak, hogy a kényelmi díjból is kapjon a Nemzeti Mobilfizetési Zrt."
255,CONTRA,0.85,"The MP proposes reducing fees collected by a state-owned company to empower local governments, opposing the executive branch's centralization of financial resources.",ParlaMint-HU_2020-02-17,u2020-02-17-167-9,"Azt gondolom, le lehetne vinni konkrétan az 50 forintot nulla forintra, és a piaci mobilszolgáltatóknál pedig valamiféle egységesítésre lenne szükség, a törvényjavaslat 30 forintot tartalmazott."
256,CONTRA,0.9,The sentence opposes central executive control by advocating for resource retention at the municipal level rather than within a state-owned company.,ParlaMint-HU_2020-02-17,u2020-02-17-167-10,"Az a kérdésem, tisztelt államtitkár úr, hogy a kormány tudjae azt támogatni, hogy a Nemzeti Mobilfizetési Zrt. helyett inkább az önkormányzatoknál maradjon a pénz."
